Source,Target
Eduard Puterbrot,State Central Theatre Museum
Érik Bullot,State University of New York
Amar Kanwar,Stedelijk Museum
Cevdet Erek,Stedelijk Museum
Mounira Al Solh,Stedelijk Museum
Yto Barrada,Stedelijk Museum
Yu-ichi Inoue,Stedelijk Museum
Heman Chong,Stedelijk Museum Bureau
Hala Elkoussy,Stedelijk Museum Bureau Amsterdam
Rimini Protokoll,Stefan Kaegi
Claudia Joskowicz,Steinhardt Art Department
Trisha Donnelly,Steinhardt School of Culture
Mona Marzouk,Steirischer Herbst
Valia Fetisov,Stella Art Foundation
Almagul Menlibayeva,Stenersen Museum
Pablo Lobato,Stenersen Museum
Lara Favaretto,Stephanie
Alberto Duman,Stephen Lawrence Gallery
Melik Ohanian,Sternberg Press
Kader Attia,Sternersen Museum
Heman Chong,Steve Rushton
Julia Meltzer,Steve Turner
Setareh Shahbazi,Stiftung Kunstfonds
Meriç Algün Ringborg,Stockholm Music and Arts Festival
Yto Barrada,Strait Project
Ramin Haerizadeh,Studio 1.1
Ahmed El Attar,Studio Emad Eddin Foundation
Mohamed Bourouissa,Studio National
Thilo Frank,Stuttgart State Academy of Art
Yuk King Tan,Sue Crockford
Tarek Halaby,Sujata Goel
Abdelfattah Kilito,Sultan Al Owais
Golnaz Fathi,Sultan Gallery
Moataz Nasr,Sultan Gallery
Panos Tsagaris,Sunset
Burak Arikan,SUNY Purchase
Sherif El Azma,Surrey Institute of Art
Raafat Ishak,Sutton Gallery
Andrei Ujică,Svetlana Alexievich
Adel Abidin,Sydney Biennale
Kader Attia,Sydney Biennale
Rasheed Araeen,Sydney Biennale
Susan Hefuna,Sydney Biennale
Almagul Menlibayeva,Sydney Biennial
Elena Kovylina,Sydney Biennial
Lara Favaretto,Sydney Biennial
Regina José Galindo,Sydney Biennial
Edgar Endress,Syracuse University
Mark Lombardi,Syracuse University
Abdelfattah Kilito,Syracuse University Press
Abdelfattah Kilito,Sysracuse University Press
CAMP,Taipei Biennial
Jun Yang,Taipei Biennial
Nevin Aladag,Taipei Biennial
Jun Yang,Taipei Contemporary Art Center Tokyo
Yuko Hasegawa,Taipei Fine Arts Museum
Zhang Hui,Taipei Museum of Art
Jun Yang,Taishin Bank Foundation
Jun Yang,Taishin Project
Gulnara Kasmalieva,Tallinn Academy of Fine Arts
Muratbek Djumaliev,Tallinn Academy of Fine Arts
Yuko Hasegawa,Tama Art University
Lili Dujourie,Tamayo Museum
Omar Berrada,Tangier International
Musaed Alhulis,Tasami Center
Ammar Al Attar,Tashkeel
Reem Al Ghaith,Tashkeel
Akram Zaatari,Tate Modern
"Angelica Mesiti ",Tate Modern
Bjørn Melhus,Tate Modern
Carsten Höller,Tate Modern
Cevdet Erek,Tate Modern
Doa Aly,Tate Modern
Edward Said,Tate Modern
Fatima Al Qadiri,Tate Modern
Hala Elkoussy,Tate Modern
Haris Epaminonda,Tate Modern
Hrair Sarkissian,Tate Modern
Iman Issa,Tate Modern
Lamia Joreige,Tate Modern
Larissa Sansour,Tate Modern
Latifa Echakhch,Tate Modern
Lee Kit,Tate Modern
Maha Maamoun,Tate Modern
Mariam Ghani,Tate Modern
Nil Yalter,Tate Modern
Olafur Eliasson,Tate Modern
Otobong Nkanga,Tate Modern
Rabih Mroué,Tate Modern
Saloua Raouda Choucair,Tate Modern
Sharif Waked,Tate Modern
Shilpa Gupta,Tate Modern
Simryn Gill,Tate Modern
Tarek Halaby,Tate Modern
Thomas Werner,Tate Modern
Ziad Antar,Tate Modern
Musaed Alhulis,Technical College
Saba Innab,Technology-
Shohreh Mehran,Tehran College of Arts
Sahand Hesamiyan,Tehran International
Farshid Maleki,Tehran Museum
Monir Shahroudy Farmanfarmaian,Tehran Museum of Contemporary Art
Nargess Hashemi,Tehran Museum of Contemporary Art
Raana-Farnoud,Tehran School of Translation
Ahmad Amin Nazar,Tehran University
Mohsen Ahmadvand,Tehran University
Morteza Ahmadvand,Tehran University
Nargess Hashemi,Tehran University
Sahand Hesamiyan,Tehran University
Shahrzad Changalvaee,Tehran University
Shantia Zakerameli,Tehran University of Art
Nikolaj Bendix,Telefonica
Marcel Odenbach,Telefónica
Ahmed El Attar,Temple Independent Theatre Company
Sahand Hesamiyan,Tem Prize
Jem Cohen,Terry Riley
Yusef A. Lateef,Thad
Hrair Sarkissian,The Bluecoat
Hassan Sharif,The Flying House
Ahmed Alsoudani,The Independent
Mohamed Bourouissa,Theodore Géricault
Jessica Mein,The Pavilion Downtown (Dubai)
Muzamil Choudhury,The Prince’s School of Traditional Arts
Moataz Nasr,Thessaloniki Biennale
Mohamed Abdelkarim,Thessaloniki Biennale
Nadia Ayari,Thessaloniki Biennale
Panos Tsagaris,Thessaloniki Biennale
Rasheed Araeen,Thessaloniki Biennale
Sama Alshaibi,Thessaloniki International
Ammar Al Attar,Thessaloniki Museum
Ala Ebtekar,the Sun
Panos Tsagaris,the Sun
Ala Ebtekar,The Third Line
Fatima Al Qadiri,The Third Line
Haig Aivazian,The Third Line
Nadia Ayari,The Third Line
Susan Hefuna,The Third Line
Farshid Maleki,Thomas Erben
Ahmed Alsoudani,Times
Tarek Halaby,Ting-Yu
Michael Rakowitz,Tirana Biennale
Daniel Garcia,Tisch Graduate School
Wafaa Bilal,Tisch School
Cevdet Erek,TM
Liu Wei,Today Art Museum
Wang Jianwei,Today Art Museum
Yu-ichi Inoue,Tokyo Gakugei University
Sulayman Al Bassam,Tokyo International
Ahmad Morshedloo,Tokyo Metropolitan Museum
Firoz Mahmud,Tokyo National University of Fine Arts
Hiroyuki Masuyama,Tokyo National University of Fine Arts
Firoz Mahmud,Tokyo University of the Arts
Yusef A. Lateef,Tommy Flanagan
Steve Reinke,Tom Taylor
Basma Al Sharif,Toronto International
Kazuyo Sejima,Towada Art Center
Susan Hefuna,Townhouse
Ayman Ramadan,Townhouse Gallery
"Basim Magdy ",Townhouse Gallery
Doa Aly,Townhouse Gallery
Fouad Elkoury,Townhouse Gallery
Iman Issa,Townhouse Gallery
Lamia Joreige,Townhouse Gallery
Lara Baladi,Townhouse Gallery
Mona Marzouk,Townhouse Gallery
Setareh Shahbazi,Townhouse Gallery
Sherif El Azma,Townhouse Gallery
Mouna Karray,Town Museum
Youssef Nabil,Tracey Emin
Shadia Alem,Tracy Enim
Rania Stephan,Train-Trains
Simin Keramati,Translation
"Basim Magdy ",Transmediale
Fernando José Pereira,Transmediale
Julia Meltzer,Transmediale
Michael Rakowitz,Transmediale
Raed Yassin,Transmediale
Sharif Waked,Transmediale
Bahman Kiarostami,Treasure Cave
Hamra Abbas,Triangle Arts Trust
"Sille Storihle ",Trondheim Academy of Fine Art
Nasir Nasrallah,UAE Board
João Vasco Paiva,Ullens Center
Olafur Eliasson,Ullens Center
Wang Jianwei,Ullens Center
Yusef A. Lateef,Ulrich Kurtz
Yousef Jaha,Umm Al-Qura University
Panos Tsagaris,UN
Haris Epaminonda,Undo Foundation
Michael Rakowitz,UNESCO
Enrique Ramirez,Uniacc University
Saeed Salem,Unilever
Abdullah Al Saadi,United Arab Emirates University
Bahar Behbahani,United Nations
Manal Al Dowayan,United Nations
Shohreh Mehran,United Nations
Pablo Lobato,Universidade
"Lúcia Koch ",Universidade Federal
Pablo Lobato,Universidade Federal
Valeska Soares,University Museum of Contemporary Art
Adele Ne Jame,University of Arkansas Press
Ahmad Morshedloo,University of Art
Mostafa Darehbaghi,University of Art
Simin Keramati,University of Art
Marwa Rustam,University of Bahrain
Waheeda Malullah,University of Bahrain
Tony Chakar,University of Balamand
Wissam Shawkat,University of Basra
Abdelfattah Kilito,University of Bordeaux
Karim Aïnouz,University of Brasilia
Youssef Nabil,University of Cairo
Almagul Menlibayeva,University of California
Doris Bittar,University of California
Eungie Joo,University of California
Jayce Salloum,University of California
Nikolaj Bendix,University of California
Rayyane Tabet,University of California
Sherin Guirguis,University of California
Shirin Neshat,University of California
Standish Lawder,University of California
Tiffany Chung,University of California
Ayman Ramadan,University of Chicago
Sama Alshaibi,University of Colorado
Kassab Bachi,University of Damascus
Mounir Al-Shaarani,University of Damascus
Sulayman Al Bassam,University of Edinburgh
José Luis Martinat,University of Göthenburg
Alberto Duman,University of Greenwich
Adele Ne Jame,University of Hawaii
Melissa Chimera,University of Hawaii
Musaed Alhulis,University of Huddersfield
Basma Al Sharif,University of Illinois
Tarek Halaby,University of Iowa
Ayşe Erkmen,University of Kassel
Carsten Höller,University of Kiel
Samiah Khashoggi,University of Kingston
Hala Elkoussy,University of London
"Haroon Mirza ",University of London
Mai Al Ibrashy,University of London
Noura Bouzo,University of London
Taus Makhacheva,University of London
Thomas Demand,University of London
Yazan Khalili,University of London
Raafat Ishak,University of Melbourne
Matt Saunders,University of Michigan
Sherin Guirguis,University of Nevada
Wafaa Bilal,University of New Mexico
"Angelica Mesiti ",University of New South Wales
Khaled Sabsabi,University of New South Wales
Shirin Aliabadi,University of Paris
Youssef Abdelkė,University of Paris VIII
Salwa Aleryani,University of Petra
Abdulmajid Ali Al-Jarouf,University of Petroleum
David Spriggs,University of Quebec
Farshid Maleki,University of Reading
"Lúcia Koch ",University of São Paulo
Jawad Al Malhi,University of Southampton
Rokni Haerizadeh,University of Tehran
Nida Sinnokrot,University of Texas
Roberto Bellini,University of Texas
Lani Maestro,"University of the "
Mohammed Kazem,University of the Arts
Hayv Kahraman,University of Umea
Fernando José Pereira,University of Vigo
Alberto Duman,University of Wales
Edward Said,University of Warwick
Keith Shiri,University of Westminster
Adele Ne Jame,University of Wisconsin
Ammar Al Attar,University of Wollongong
Alberto Duman,University of Wolverhampton
Vartan Avakian,Urban Culture
Doa Aly,Ursula Biemann
Doug Henders,US Army
Melissa Chimera,US National Parks Service
Shahzia Sikander,US State Department
Firoz Mahmud,Van Beeldende
Carsten Höller,Van Beuningen
Thomas Demand,Van Beuningen
Youssef Nabil,Van Leo
Atfal Ahdath,Vartan Avakian
Hamra Abbas,VASL
Musaed Alhulis,Vehicle Systems
Abdullah Al Saadi,Venice Biennale
Adel Abidin,Venice Biennale
Adrian Paci,Venice Biennale
Ahmed Alsoudani,Venice Biennale
Aisha Khalid,Venice Biennale
Akram Zaatari,Venice Biennale
Alfredo Aquilizan,Venice Biennale
Anawana Haloba,Venice Biennale
Artur Żmijewski,Venice Biennale
Bae Young-whan,Venice Biennale
Carlos  Amorales,Venice Biennale
Carsten Höller,Venice Biennale
Ebtisam Abdulaziz,Venice Biennale
Edward Said,Venice Biennale
Emily Jacir,Venice Biennale
Eungie Joo,Venice Biennale
Fouad Elkoury,Venice Biennale
Gulnara Kasmalieva,Venice Biennale
Hans Haacke,Venice Biennale
"Haroon Mirza ",Venice Biennale
Heman Chong,Venice Biennale
Isabel Aquilizan,Venice Biennale
Jawad Al Malhi,Venice Biennale
Jesper Just,Venice Biennale
Jumana Emil Abboud,Venice Biennale
Jun Yang,Venice Biennale
Kader Attia,Venice Biennale
Lamia Joreige,Venice Biennale
Lamya Gargash,Venice Biennale
Lara Favaretto,Venice Biennale
Larissa Sansour,Venice Biennale
Liu Wei,Venice Biennale
Luz Maria Bedoya,Venice Biennale
Maha Maamoun,Venice Biennale
Maider López,Venice Biennale
Manal Al Dowayan,Venice Biennale
Moataz Nasr,Venice Biennale
Mona Hatoum,Venice Biennale
Monir Shahroudy Farmanfarmaian,Venice Biennale
mounir fatmi,Venice Biennale
Mounira Al Solh,Venice Biennale
Muratbek Djumaliev,Venice Biennale
Olafur Eliasson,Venice Biennale
Pascale Marthine Tayou,Venice Biennale
Rosalind Nashashibi,Venice Biennale
Sara Ramo,Venice Biennale
Shahzia Sikander,Venice Biennale
Sheela Gowda,Venice Biennale
Shimabuku,Venice Biennale
Shirin Neshat,Venice Biennale
Simon Fujiwara,Venice Biennale
Susan Hefuna,Venice Biennale
Taysir Batniji,Venice Biennale
Thomas Demand,Venice Biennale
Wang Jianwei,Venice Biennale
Yang Fudong,Venice Biennale
Yang Shaobin,Venice Biennale
Yazan Khalili,Venice Biennale
Yonamine,Venice Biennale
Yto Barrada,Venice Biennale
Yuko Hasegawa,Venice Biennale
Zineb Sedira,Venice Biennale
Walid Raad,Venice Biennale (Italy)
Youssef Nabil,Venice Biennale (Venice)
Hamra Abbas,Vermont Studio Center
Rasheed Araeen,V Habana
mounir fatmi,VHS
Jem Cohen,Vic Chesnutt
Walid Siti,Victoria & Albert Museum
Ahmed Mater,Victoria & Albert Museum (London)
Hamra Abbas,Victoria and Albert Museum
Hasan and Husain Essop,Victoria and Albert Museum
Imran Qureshi,Victoria and Albert Museum
Zineb Sedira,Victoria and Albert Museum
Sama Alshaibi,Video and Media
Naeem Mohaiemen,Vijay Prashad
Setareh Shahbazi,Villa Romana
Haleh Redjaian,Vincenz Sala
Amino Belyamani,Vinny Golia
Agnes Janich,Virginia Centre
Meriç Algün Ringborg,Visa
Sheela Gowda,Vishwa Bharati
Meriç Algün Ringborg,Visual Arts and Visual Communication Design
Jane & Louise Wilson,Visual Arts Centre Cambridge
Elnaz Farajollahi,Visual Art School
Standish Lawder,Visual Arts department
Burak Arikan,Visual Communication Design
Edgar Endress,Visual Technology
Sheela Gowda,Visva Bharati University
Hamra Abbas,Vitoria-Gasteiz
Reem Al Ghaith,Vitra Design Museum
Lamya Gargash,Vitra Museum
Gulnara Kasmalieva,Wales International
Muratbek Djumaliev,Wales International
"Apichatpong Weerasethakul ",Walker Art Center
Elizabeth Peyton,Walker Art Center
Eugenio Dittborn,Walker Art Center
Rika Noguchi,Walker Art Center
Wang Jianwei,Walker Art Center
Yto Barrada,Walker Art Center
Luc Sante,Walker Evans
Jayce Salloum,Wallflower Press
Bijoy Jain,Washington University
Abbas Akhavan,Watermill Center (USA)
"SUPERFLEX ",Watt Society
Yusef A. Lateef,WDR Orchestra
Otobong Nkanga,Weltkulturen Museum
Sherin Guirguis,Wendi Norris
Nida Sinnokrot,West Bank Butterfly - Kite Project
Yuko Hasegawa,Wexner Center
Doa Aly,"What, How & for Whom"
Mona Marzouk,"What, How & for Whom"
Melissa Chimera,White House
Josephine Meckseper,Whitney Biennial
Julia Meltzer,Whitney Biennial
Naeem Mohaiemen,Whitney Biennial
Shahzia Sikander,Whitney Biennial
Ala Ebtekar,"Whitney Museum of "
Bahar Behbahani,"Whitney Museum of "
Doris Bittar,"Whitney Museum of "
Jayce Salloum,"Whitney Museum of "
Karim Aïnouz,"Whitney Museum of "
Karin Sander,"Whitney Museum of "
Nida Sinnokrot,"Whitney Museum of "
Shahzia Sikander,"Whitney Museum of "
Shirin Neshat,"Whitney Museum of "
David Claerbout,Wiels Centre
Mahdi Al Jeraibi,Will Al Jeraibi
Abbas Kiarostami,Will Carry Us
Yusef A. Lateef,William Emanuel Huddleston
Ahmed El Attar,William Shakespeare
Muhamad Haider,William Turner
YOVO! YOVO!,Wimbledon University of Arts
Alexander Markov,Wim Wenders
"Haroon Mirza ",Winchester School of Art
Jawad Al Malhi,Winchester School of Art
Nika Oblak,Winter Video-
Primož Novak,Winter Video-
Sherif El Azma,Witte De Witte Center
Rasheed Araeen,Wolverhampton University
Bahar Behbahani,Women
Nil Yalter,Women
Walid Siti,World Bank
Başak Ertür,World Tribunal
José Luis Martinat,Wysing Arts Centre
Yang Shaobin,X Blind
Rania Stephan,X El
Yusef A. Lateef,YAL
Ahmed Alsoudani,Yale School of Art
Murtaza Vali,Yale School of Art
Yusef A. Lateef,YAL Records
Shiro Takatani,Yamaguchi Center
Ravi Agarwal,Yamuna-Elbe
Seigen Ono,Yellow Magic Orchestra
Bae Young-whan,Yerba Buena Center
CAMP,Yerba Buena Center
Ala Ebtekar,Yerba Buena Centre
Burak Arikan,Yildiz Technical University
Kazuyo Sejima,Yokohama National University
Hrair Sarkissian,Young Arab Theatre Fund
Ala Ebtekar,Young Fine Arts Museum
Yu-ichi Inoue,YU-ICHI Calligraphien
Yusef A. Lateef,Yusef Lateef
Samira Badran,YWCA
Ravi Agarwal,Zacheta National
Yazan Khalili,Zan Design
Wang Jianwei,Zhejiang Academy of Fine Arts
Leila Pazooki,ZKM
Andrei Ujică,ZKM Film Institute
