source,edgetype,target 
EFFAT ABDULLAH FADAG,Address,http://edgeofarabia.com/artists/effat-abdullah-fadag
EFFAT ABDULLAH FADAG,Person,Al-Khober
EFFAT ABDULLAH FADAG,Person,Effat
EFFAT ABDULLAH FADAG,Location,Aramco
EFFAT ABDULLAH FADAG,Location,Dahran
EFFAT ABDULLAH FADAG,Person,Al-Khobar
EFFAT ABDULLAH FADAG,Location,Dahran
EFFAT ABDULLAH FADAG,Location,USA
EFFAT ABDULLAH FADAG,Person,Riyadh
EFFAT ABDULLAH FADAG,Person,Jeddah
EFFAT ABDULLAH FADAG,Person,Effat
EFFAT ABDULLAH FADAG,Origin,Saudi
EFFAT ABDULLAH FADAG,Location,Jeddah
EFFAT ABDULLAH FADAG,Location,UK
EFFAT ABDULLAH FADAG,Date,2006
EFFAT ABDULLAH FADAG,Person,Effat
EFFAT ABDULLAH FADAG,Location,Jeddah
EFFAT ABDULLAH FADAG,Origin,Saudi
EFFAT ABDULLAH FADAG,Person,Fine Art
EFFAT ABDULLAH FADAG,Date,2007
EFFAT ABDULLAH FADAG,Organization,Islamic Art Department
Ebtisam Abdulaziz,Person,Ebtisam Abdulaziz
Ebtisam Abdulaziz,Address,http://www.sharjahart.org/people/people-by-alphabet/a/abdulaziz-ebtisam
Ebtisam Abdulaziz,Person,Ebtisam Abdulaziz
Ebtisam Abdulaziz,Location,Dubai
Ebtisam Abdulaziz,Person,Al Bastakiya
Ebtisam Abdulaziz,Person,Art Fair
Ebtisam Abdulaziz,Date,2009
Ebtisam Abdulaziz,Organization,Sharjah Art Museum
Ebtisam Abdulaziz,Date,2007
Ebtisam Abdulaziz,Organization,Denmark National Museum
Ebtisam Abdulaziz,Location,Copenhagen
Ebtisam Abdulaziz,Date,2010
Ebtisam Abdulaziz,Location,UAE
Ebtisam Abdulaziz,Date,2009
Ebtisam Abdulaziz,Organization,Venice Biennale
Ebtisam Abdulaziz,Organization,Kunst Museum
Ebtisam Abdulaziz,Location,Bonn
Ebtisam Abdulaziz,Location,Singapore
Ebtisam Abdulaziz,Date,2006
Ebtisam Abdulaziz,Date,2009
Ebtisam Abdulaziz,Organization,Sharjah Art Museum
Edgar  Endress,Person,Edgar  Endress
Edgar  Endress,Address,http://www.sharjahart.org/people/people-by-alphabet/e/endress-edgar
Edgar  Endress,Person,Edgar Endress
Edgar  Endress,Organization,Syracuse University
Edgar  Endress,Date,2001
Edgar  Endress,Organization,Department of Art
Edgar  Endress,Organization,Visual Technology
Edgar  Endress,Organization,George Mason University
Edgar  Endress,Location,Washington
Eduard Puterbrot,Person,Eduard Puterbrot
Eduard Puterbrot,Address,http://www.sharjahart.org/people/people-by-alphabet/p/puterbrot-eduard
Eduard Puterbrot,Date,1993
Eduard Puterbrot,Person,Eduard Puterbrot
Eduard Puterbrot,Person,tales
Eduard Puterbrot,Person,Puterbrot
Eduard Puterbrot,Organization,AP
Eduard Puterbrot,Organization,State
Eduard Puterbrot,Origin,Russian
Eduard Puterbrot,Person,Puterbrot
Eduard Puterbrot,Person,Puterbrot
Eduard Puterbrot,Date,2010
Eduard Puterbrot,Location,Central House
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Location,Russia
Eduard Puterbrot,Date,2000
Eduard Puterbrot,Location,Prague
Eduard Puterbrot,Location,Czech Republic
Eduard Puterbrot,Date,1984
Eduard Puterbrot,Location,Central House
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Date,1982
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Date,1978
Eduard Puterbrot,Organization,AA
Eduard Puterbrot,Organization,State Central Theatre Museum
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Organization,State
Eduard Puterbrot,Location,Moscow
Eduard Puterbrot,Organization,Dagestan Museum of Fine Art
Eduard Puterbrot,Location,Australia
Eduard Puterbrot,Location,France
Eduard Puterbrot,Location,Germany
Eduard Puterbrot,Location,Italy
Eduard Puterbrot,Location,Russia
Eduard Puterbrot,Location,USA
Eduardo  Terrazas,Person,Eduardo  Terrazas
Eduardo  Terrazas,Address,http://www.sharjahart.org/people/people-by-alphabet/t/terrazas-eduardo
Eduardo  Terrazas,Location,Guadalajara
Eduardo  Terrazas,Location,Mexico City
Eduardo  Terrazas,Organization,Cornell University
Eduardo  Terrazas,Location,New York
Eduardo  Terrazas,Location,New York
Eduardo  Terrazas,Location,Mexico City
Eduardo  Terrazas,Person,Eduardo Terrazas
Eduardo  Terrazas,Location,Mexico City
Eduardo  Terrazas,Person,Terrazas
Eduardo  Terrazas,Location,United States
Eduardo  Terrazas,Organization,Columbia University
Eduardo  Terrazas,Location,New York
Eduardo  Terrazas,Location,California
Eduardo  Terrazas,Location,Berkeley
Eduardo  Terrazas,Organization,Museo del Palacio de Bellas Artes
Eduardo  Terrazas,Location,Mexico City
Eduardo  Terrazas,Organization,Knoll International
Eduardo  Terrazas,Location,Paris
Eduardo  Terrazas,Location,France
Eiman Elgibreen,Person,Eiman Elgibreen
Eiman Elgibreen,Address,http://edgeofarabia.com/artists/eiman-elgibreen
Eiman Elgibreen,Date,1981
Eiman Elgibreen,Person,Al Hada
Eiman Elgibreen,Location,Saudi Arabia
Elena Kovylina,Person,Elena Kovylina
Elena Kovylina,Address,http://www.sharjahart.org/people/people-by-alphabet/k/kovylina-elena
Elena Kovylina,Person,Elena Kovylina
Elena Kovylina,Location,Russia
Elena Kovylina,Date,2009
Elena Kovylina,Organization,Sharjah Biennial
Elena Kovylina,Person,Kovylina
Elena Kovylina,Origin,French
Elena Kovylina,Person,Brigitte Bardot
Elena Kovylina,Person,Bardot
Elena Kovylina,Date,1956
Elena Kovylina,Organization,Miami Dade College
Elena Kovylina,Location,Miami
Elena Kovylina,Location,USA
Elena Kovylina,Date,2010
Elena Kovylina,Location,Tirana
Elena Kovylina,Person,Art Biennial
Elena Kovylina,Location,Tirana
Elena Kovylina,Date,2009
Elena Kovylina,Organization,Sharjah Biennial
Elena Kovylina,Date,2009
Elena Kovylina,Location,Lulea
Elena Kovylina,Person,Art Biennale
Elena Kovylina,Location,Sweden
Elena Kovylina,Date,2009
Elena Kovylina,Location,Moscow
Elena Kovylina,Organization,Biennial
Elena Kovylina,Date,2009
Elena Kovylina,Date,2007
Elena Kovylina,Organization,Helsinki Academy of Art Gallery
Elena Kovylina,Location,Finland
Elena Kovylina,Date,2008
Elena Kovylina,Location,Berlin
Elena Kovylina,Date,2008
Elena Kovylina,Organization,Sydney Biennial
Elena Kovylina,Date,2006
Elena Kovylina,Location,Prague
Elena Kovylina,Organization,Biennial
Elena Kovylina,Date,2005
Elena Kovylina,Person,Kovylina
Elena Kovylina,Organization,Art Academy
Elena Kovylina,Location,Moscow
Elena Kovylina,Date,1993-95
Elena Kovylina,Organization,Art and Media
Elena Kovylina,Location,Zurich
Elena Kovylina,Location,Switzerland
Elena Kovylina,Date,1996-98
Elena Kovylina,Location,Moscow
Elena Kovylina,Date,1998-1999
Elena Kovylina,Location,Berlin
Elena Kovylina,Date,2001-03
Elena Kovylina,Location,Switzerland
Elena Kovylina,Location,France
Elena Kovylina,Location,Germany
Elena Kovylina,Location,USA
Elena Kovylina,Location,Moscow
Elena Kovylina,Date,1971
Elena Kovylina,Location,Moscow
Elena Kovylina,Location,Paris
Elena Kovylina,Date,October 2010
Elias  Zayat,Person,Elias  Zayat
Elias  Zayat,Address,http://www.sharjahart.org/people/people-by-alphabet/z/zayat-elias
Elias  Zayat,Person,Elias Zayat
Elias  Zayat,Organization,Academy of Fine Arts
Elias  Zayat,Location,Sofia
Elias  Zayat,Date,between 1956 and 1960
Elias  Zayat,Organization,Faculty of Fine Arts
Elias  Zayat,Location,Cairo
Elias  Zayat,Organization,Academy of Fine Arts
Elias  Zayat,Organization,Museum of Applied Arts
Elias  Zayat,Location,Budapest
Elias  Zayat,Organization,Faculty of Fine Arts
Elias  Zayat,Location,Damascus
Elias  Zayat,Location,Damascus
Elizabeth Peyton,Person,Elizabeth Peyton
Elizabeth Peyton,Address,http://www.sharjahart.org/people/people-by-alphabet/p/peyton-elizabeth
Elizabeth Peyton,Location,Danbury
Elizabeth Peyton,Location,Connecticut
Elizabeth Peyton,Location,USA
Elizabeth Peyton,Location,New York
Elizabeth Peyton,Date,1987
Elizabeth Peyton,Organization,School of Visual Arts
Elizabeth Peyton,Location,New York
Elizabeth Peyton,Person,Elizabeth Peyton
Elizabeth Peyton,Person,Peyton
Elizabeth Peyton,Location,Germany
Elizabeth Peyton,Date,2013
Elizabeth Peyton,Person,Mildred Lane
Elizabeth Peyton,Organization,Kemper Art Museum
Elizabeth Peyton,Location,St. Louis
Elizabeth Peyton,Location,Missouri
Elizabeth Peyton,Location,USA
Elizabeth Peyton,Location,Germany
Elizabeth Peyton,Date,2011
Elizabeth Peyton,Organization,Walker Art Center
Elizabeth Peyton,Location,Minneapolis
Elizabeth Peyton,Location,Minnesota
Elizabeth Peyton,Location,USA
Elizabeth Peyton,Organization,New Museum
Elizabeth Peyton,Location,New York
Elizabeth Peyton,Location,Whitechapel
Elizabeth Peyton,Location,London
Elizabeth Peyton,Location,UK
Elizabeth Peyton,Organization,Bonnefanten Museum
Elizabeth Peyton,Location,Maastricht
Elizabeth Peyton,Location,the Netherlands
Elizabeth Peyton,Date,2009
Elizabeth Peyton,Location,Reading
Elizabeth Peyton,Origin,Irish
Elizabeth Peyton,Organization,Museum of Modern Art
Elizabeth Peyton,Location,Dublin
Elizabeth Peyton,Date,2009
Emily  Jacir,Person,Emily  Jacir
Emily  Jacir,Address,http://www.sharjahart.org/people/people-by-alphabet/j/jacir-emily
Emily  Jacir,Person,Emily Jacir
Emily  Jacir,Date,1994
Emily  Jacir,Organization,Venice Biennale
Emily  Jacir,Date,2007
Emily  Jacir,Person,Prince Claus Award
Emily  Jacir,Date,2007
Emily  Jacir,Person,Hugo Boss
Emily  Jacir,Organization,Guggenheim Museum
Emily  Jacir,Date,2008
Emily Jacir,Person,Emily Jacir
Emily Jacir,Address,http://edgeofarabia.com/artists/emily-jacir
Emily Jacir,Person,Emily Jacir
Emily Jacir,Date,1970
Emily Jacir,Location,Riyadh
Emily Jacir,Location,Saudi Arabia
Emily Jacir,Location,New York
Emily Jacir,Organization,Beirut Art Center
Emily Jacir,Date,2010
Emily Jacir,Organization,Guggenheim Museum
Emily Jacir,Location,New York
Emily Jacir,Date,2009
Emily Jacir,Date,2008
Emily Jacir,Person,Jacir
Emily Jacir,Date,2005
Emily Jacir,Date,2007
Emily Jacir,Date,2009
Emily Jacir,Location,Venice
Emily Jacir,Organization,Sydney Biennial
Emily Jacir,Date,2006
Emily Jacir,Organization,Sharjah Biennial
Emily Jacir,Date,2005
Emily Jacir,Organization,Istanbul Biennial
Emily Jacir,Date,2003
Emily Jacir,Person,Hugo Boss
Emily Jacir,Date,2008
Emily Jacir,Person,Prince Claus Award
Emily Jacir,Date,2007
Emily Jacir,Organization,Venice Biennale
Emily Jacir,Date,2007
Emily Jacir,Organization,Academic Board
Emily Jacir,Organization,International Academy of Art Palestine
Emily Jacir,Date,2006-11
Emily Jacir,Location,Beirut
Emily Jacir,Date,2011-12
Emily Jacir,Person,Emily Jacir
Emily Jacir,Person,Anthony Reynolds
Emily Jacir,Location,London
Emily Jacir,Person,Alexander
Emily Jacir,Person,Bonin
Emily Jacir,Location,New York
Enrique Ramirez,Person,Enrique Ramirez
Enrique Ramirez,Address,http://www.sharjahart.org/people/people-by-alphabet/r/ramirez-enrique
Enrique Ramirez,Person,Enrique Ramirez
Enrique Ramirez,Organization,Arcos Institute
Enrique Ramirez,Location,Santiago
Enrique Ramirez,Person,des
Enrique Ramirez,Location,France
Enrique Ramirez,Organization,Uniacc University
Enrique Ramirez,Location,Chile
Erin Ellen Kelly,Person,Erin Ellen Kelly
Erin Ellen Kelly,Address,http://www.sharjahart.org/people/people-by-alphabet/k/kelly-erin-ellen
Erin Ellen Kelly,Person,Erin Ellen Kelly
Erin Ellen Kelly,Date,2006
Erin Ellen Kelly,Person,Mariam Ghani
Erin Ellen Kelly,Organization,Sharjah Biennial
Erin Ellen Kelly,Location,Sharjah
Erin Ellen Kelly,Date,2009
Erin Ellen Kelly,Date,1999-2002
Erin Ellen Kelly,Person,Kelly
Erin Ellen Kelly,Location,USA
Erin Ellen Kelly,Location,Europe
Erin Ellen Kelly,Location,New York
Erin Ellen Kelly,Location,Germany
Erin Ellen Kelly,Location,USA
Erin Ellen Kelly,Location,Austria
Erin Ellen Kelly,Location,Germany
Erin Ellen Kelly,Location,Switzerland
Erin Ellen Kelly,Location,Thailand
Erin Ellen Kelly,Person,Kelly
Erin Ellen Kelly,Person,Mariam Ghani
Erin Ellen Kelly,Date,spring 2007
Erin Ellen Kelly,Date,2007
Erin Ellen Kelly,Location,Beijing
Erin Ellen Kelly,Organization,Biennial
Erin Ellen Kelly,Date,2009
Erin Ellen Kelly,Date,2009
Erin Ellen Kelly,Organization,Queens Museum
Erin Ellen Kelly,Location,New York
Erin Ellen Kelly,Location,New Mexico
Erin Ellen Kelly,Person,Kelly
Erin Ellen Kelly,Person,Ghani
Erin Ellen Kelly,Person,Momenta Art
Erin Ellen Kelly,Date,February 2010
Erin Ellen Kelly,Date,October 2010
Erkka Nissinen,Person,Erkka Nissinen
Erkka Nissinen,Address,http://www.sharjahart.org/people/people-by-alphabet/n/nissinen-erkka
Erkka Nissinen,Person,Erkka Nissinen
Erkka Nissinen,Location,Finland
Erkka Nissinen,Date,1975
Erkka Nissinen,Organization,Slade School of Fine Art
Erkka Nissinen,Location,London
Erkka Nissinen,Organization,Academy of Fine Art
Erkka Nissinen,Location,Helsinki
Erkka Nissinen,Location,Amsterdam
Erkka Nissinen,Location,Helsinki
Erkka Nissinen,Location,Hong Kong
Erkka Nissinen,Location,Amsterdam
Ernesto  Neto ,Person,Ernesto  Neto 
Ernesto  Neto ,Address,http://www.sharjahart.org/people/people-by-alphabet/n/neto-ernesto
Ernesto  Neto ,Location,Rio de Janeiro
Ernesto  Neto ,Location,Rio de Janeiro
Ernesto  Neto ,Date,1997
Ernesto  Neto ,Location,Rio de Janeiro
Ernesto  Neto ,Person,Ernesto Neto
Ernesto  Neto ,Person,Alexander Calder
Ernesto  Neto ,Person,Constantin Brancusi
Ernesto  Neto ,Origin,Brazilian
Ernesto  Neto ,Person,Lygia Clark
Ernesto  Neto ,Person,Hélio
Ernesto  Neto ,Person,Neto
Ernesto  Neto ,Organization,Nasher Sculpture Center
Ernesto  Neto ,Location,Dallas
Ernesto  Neto ,Location,Texas
Ernesto  Neto ,Location,USA
Ernesto  Neto ,Date,2012
Ernesto  Neto ,Person,Arte Contemporáneo
Ernesto  Neto ,Location,Monterrey
Ernesto  Neto ,Location,Mexico
Ernesto  Neto ,Date,2011
Ernesto  Neto ,Organization,Faena Arts Center
Ernesto  Neto ,Location,Buenos Aires
Ernesto  Neto ,Location,Brazil
Ernesto  Neto ,Date,2011
Ernesto  Neto ,Location,Hayward
Ernesto  Neto ,Location,London
Ernesto  Neto ,Location,UK
Ernesto  Neto ,Date,2010
Ernesto  Neto ,Organization,Museum of Modern Art
Ernesto  Neto ,Location,Oslo
Ernesto  Neto ,Location,Norway
Ernesto  Neto ,Date,2010
Ernesto  Neto ,Date,2001
Ernesto  Neto ,Location,Brazil
Ernesto  Neto ,Organization,Venice Biennale
Ernesto  Neto ,Location,Italy
Eugenio Dittborn,Person,Eugenio Dittborn
Eugenio Dittborn,Address,http://www.sharjahart.org/people/people-by-alphabet/d/dittborn-eugenio
Eugenio Dittborn,Date,1983
Eugenio Dittborn,Person,Eugenio Dittborn
Eugenio Dittborn,Person,Eugenio Dittborn
Eugenio Dittborn,Location,Chile
Eugenio Dittborn,Date,1981
Eugenio Dittborn,Person,Dittborn
Eugenio Dittborn,Person,Dittborn
Eugenio Dittborn,Location,Chile
Eugenio Dittborn,Location,Colombia
Eugenio Dittborn,Location,Australia
Eugenio Dittborn,Date,1984
Eugenio Dittborn,Person,Dittborn
Eugenio Dittborn,Organization,Sharjah Biennial
Eugenio Dittborn,Date,2009
Eugenio Dittborn,Date,1943
Eugenio Dittborn,Person,Dittborn
Eugenio Dittborn,Location,Santiago
Eugenio Dittborn,Location,Latin America
Eugenio Dittborn,Person,arte
Eugenio Dittborn,Date,2010
Eugenio Dittborn,Origin,American
Eugenio Dittborn,Location,Mexico City
Eugenio Dittborn,Date,2010
Eugenio Dittborn,Organization,Sharjah Biennial
Eugenio Dittborn,Date,2009
Eugenio Dittborn,Location,London
Eugenio Dittborn,Organization,Museum of Modern Art
Eugenio Dittborn,Location,New York
Eugenio Dittborn,Organization,Walker Art Center
Eugenio Dittborn,Location,Minneapolis
Eugenio Dittborn,Location,Santiago
Eugenio Dittborn,Organization,Museum of Contemporary Art
Eugenio Dittborn,Location,Sydney
Eugenio Dittborn,Date,October 2010
Eungie  Joo,Person,Eungie  Joo
Eungie  Joo,Address,http://www.sharjahart.org/people/people-by-alphabet/j/eungie-joo
Eungie  Joo,Person,Eungie Joo
Eungie  Joo,Organization,Sharjah Biennial
Eungie  Joo,Date,5 March
Eungie  Joo,Date,5 June 2015
Eungie  Joo,Location,United Arab Emirates
Eungie  Joo,Date,2012
Eungie  Joo,Date,2014
Eungie  Joo,Person,Joo
Eungie  Joo,Person,Art
Eungie  Joo,Person,Cultural
Eungie  Joo,Person,Keith Haring
Eungie  Joo,Organization,New Museum
Eungie  Joo,Date,2007
Eungie  Joo,Date,2012
Eungie  Joo,Person,Joo
Eungie  Joo,Organization,Night School
Eungie  Joo,Person,Anton Vidokle
Eungie  Joo,Date,2008
Eungie  Joo,Organization,Contemporary Art and Multicultural Education
Eungie  Joo,Date,2009
Eungie  Joo,Person,Art Spaces
Eungie  Joo,Date,2012
Eungie  Joo,Person,Joo
Eungie  Joo,Date,2012
Eungie  Joo,Organization,New Museum
Eungie  Joo,Origin,Korean
Eungie  Joo,Organization,Venice Biennale
Eungie  Joo,Date,2009
Eungie  Joo,Person,Haegue Yang
Eungie  Joo,Person,Joo
Eungie  Joo,Location,Los Angeles
Eungie  Joo,Date,from 2003 to 2007
Eungie  Joo,Person,Sora Kim
Eungie  Joo,Person,Kara Walker
Eungie  Joo,Person,Joo
Eungie  Joo,Organization,University of California
Eungie  Joo,Location,Berkeley
Eva Meyer-Keller,Person,Eva Meyer-Keller
Eva Meyer-Keller,Address,http://www.sharjahart.org/people/people-by-alphabet/m/meyer-keller-eva
Eva Meyer-Keller,Person,Eva Meyer-Keller
Eva Meyer-Keller,Organization,High School
Eva Meyer-Keller,Location,Berlin
Eva Meyer-Keller,Organization,Kings College London
Eva Meyer-Keller,Location,Amsterdam
Eva Meyer-Keller,Date,2009
Eva Meyer-Keller,Date,2007
Eva Meyer-Keller,Date,2008
Eva Meyer-Keller,Date,2007
Eva Meyer-Keller,Date,2007
